seccion_nro,seccion_name,circuito_nro,circuito_name,establecimiento,cant_mesas,desde,hasta,electores
1,CAPITAL,4B,VILLA REVOL,ESC ING MASJOAN - P.L.DE CABRERA ESQ.TANTI 3070 B° V REVOL-CAPITAL -,10,251,260,3490
1,CAPITAL,4B,VILLA REVOL,COL NICOLAS BERROTARAN - ELIAS YOFRE - 1095 B°JARDIN-CAPITAL - CORDOBA,11,261,271,3839
1,CAPITAL,4B,VILLA REVOL,COL PARROQUIAL CRISTO REDENTOR - JUSTINIANO POSSE - 864 B°JARDIN-,7,272,278,2443
1,CAPITAL,4B,VILLA REVOL,JOVENES ARGENTINOS - BOTAFOGO 3448 - CORDOBA,6,279,284,2092
1,CAPITAL,4C,INAUDI,ESC SAN JOSE DE CALASANZ - PIZARRO ESQ. NIVOLI INAUDI CAPITAL - CORDOBA,6,285,290,2088
1,CAPITAL,4C,INAUDI,IPEN 310- PUERTO ARGENTINO - LUDUEÑA Y SARGENTO RIOS B°INAUDI.CAPITAL -,8,291,298,2777
1,CAPITAL,4D,VILLA EUCARISTICA,COL VILLA EUCARISTICA - CNO A SAN CARLOS KM.5 1/2 B°V EUCARISTICA CAP -,8,299,306,2472
1,CAPITAL,4E,NUESTRO HOGAR III,ESC.SABIN - DDE.CMO.S.ANTONIO KM 7 1/2.1KM.AL O. B°NUESTRO HOGAR III -,9,307,315,2899
1,CAPITAL,4F,CIUDAD OBISPO ANGELELLI,NSC.OSCAR RAUL MALVASIO - PUBLICA S/N MANZANA 49 B°OBISPO ANGELELLI -,9,316,324,3002
1,CAPITAL,5,ALTAMIRA,ESC ESPAÑA - M BRAVO Y ENTRE RIOS B° ACOSTA CAPITAL - CORDOBA,14,325,338,4860
1,CAPITAL,5,ALTAMIRA,ESC GRECIA - PEDERNERA 952 B°ALTAMIRA - CORDOBA,11,339,349,3817
1,CAPITAL,5,ALTAMIRA,ESC PANAMERICANA - SOTO - 919 B° ACOSTA-CAPITAL - CORDOBA,10,350,359,3470
1,CAPITAL,5,ALTAMIRA,ESC ESTANISLAO DEL CAMPO - ESTADOS UNIDOS Y RIO 1° 1208 B° ALTAMIRA,5,360,364,1735
1,CAPITAL,5A,COLONIA LOLA,ESC MUNICIPAL A GASTALDI - S JERONIMO/ALMAGRO 5550 B° COLONIA LOLA -,6,365,370,2027
1,CAPITAL,5A,COLONIA LOLA,ELENA LOPEZ LALLANA - AGUSTIN GARZON 5600 B°MIRALTA CAPITAL - CORDOBA,10,371,380,3370
1,CAPITAL,5B,DEAN FUNES,ESC 9 DE JULIO - JOSE A CABRERA° 5051 DEAN FUNES - CORDOBA,6,381,386,1851
1,CAPITAL,5C,EMPALME,ESC PROVINCIA DE LA RIOJA - JUNIN 3480 B°MIRADOR CAPITAL - CORDOBA,10,387,396,3454
1,CAPITAL,5C,EMPALME,ESC VICTOR MERCANTE - CAUCETE 4008 B°EMPALME CAPITAL - CORDOBA,12,397,408,4140
1,CAPITAL,5C,EMPALME,ESC JUAN M DE PUEYRREDON - ANCASTI 4555 B°EMPALME CAPITAL - CORDOBA,8,409,416,2760
1,CAPITAL,5C,EMPALME,INST SEC EMPALME GONZALEZ LACA - LAS ARRIAS 4043 B°EMPALME CAPITAL -,5,417,421,1725
1,CAPITAL,5C,EMPALME,FRAY JUSTO STA MARÍA DE ORO - CALLAO 2320 B°1 DE MAYO CAPITAL - CORDOBA,12,422,433,4140
1,CAPITAL,5C,EMPALME,IPEM 400 LOPEZ LALLANA - CORRIENTES 5583 B°PALADINI - CORDOBA,6,434,439,2070
1,CAPITAL,5D,MALDONADO,ESC CANONIGO PIÑERO - MARTIN C MALDONADO CAMPO LA RIVERA CAPITAL -,6,440,445,2058
1,CAPITAL,5D,MALDONADO,ESC MARTIN DE GÜEMES - OBPO CASTELLANOS 256 B°MULLER-CAPITAL -,9,446,454,3079
1,CAPITAL,5D,MALDONADO,BAC TEC DR F ESCARDO(IPEM 133) - CAMPO LA RIBERA CAPITAL - CORDOBA,9,455,463,3078
1,CAPITAL,5D,MALDONADO,IPEM 184-M.FRAGUEIRO - OB.CASTELLANO. 945 B°MULLER CAPITAL - CORDOBA,10,464,473,3420
1,CAPITAL,5E,VILLA BUSTOS,ESC TTE GRAL P RICCHIERI - BENJAMIN VIEL 2387 B°V BUSTOS CAPITAL -,6,474,479,2062
1,CAPITAL,5E,VILLA BUSTOS,IPEM 136 DR ALFREDO PALACIOS - CALINGASTA (ESQ TULUMBA) 5800 VILLA,6,480,485,2058
1,CAPITAL,5F,RENACIMIENTO,ESC M COOPERATIVISMO ARGENTINO - M BRAVO Y PJE.MATHEU 5030 B°,14,486,499,4742
1,CAPITAL,5G,SAN VICENTE,ESC SANTA MARGARITA DE CORTONA - LOPEZ Y PLANES 2958 B°S VICENTE,10,500,509,3490
1,CAPITAL,5G,SAN VICENTE,ESC DGO F SARMIENTO - LOPEZ Y PLANES 2253 B°S VICENTE CAPITAL - CORDOBA,14,510,523,4873
1,CAPITAL,5G,SAN VICENTE,ESC PTE RIVADAVIA - AGUSTIN GARZON 1563 B°SVICENTE CAPITAL - CORDOBA,12,524,535,4176
1,CAPITAL,5G,SAN VICENTE,ESC MARIA IGNACIA NAVARRO DE L - CORRIENTES 2006 B°S VICENTE CAPITAL -,9,536,544,3132
1,CAPITAL,5H,VILLA BOEDO,ESC. MADRE MARIA DEL TRANSITO - MANZANA 7. B° VILLA BOEDO - CORDOBA,6,545,550,2026
1,CAPITAL,5I,COLINAS DEL SUR,ESCUELA HEROES DE MALVINAS - C/PUBLICA S/N (CNO VILLA POSSE) B° CIUDAD,8,551,558,2800
1,CAPITAL,5I,COLINAS DEL SUR,ESC.PTE. JUAN D.PERÓN - MANZANA 47 B° V CIUDAD EVITA - CORDOBA,7,559,565,2450
1,CAPITAL,6,ALTO GRAL PAZ,ESC TENIENTE GRAL ARAMBURU - GARIBALDI 710 B°ALTO GRAL PAZ - CORDOBA,9,566,574,3008
1,CAPITAL,6,ALTO GRAL PAZ,COL SAN RAMON NONATO - AVDA PATRIA 282 B°ALTO GRAL PAZ - CORDOBA,7,575,581,2338
1,CAPITAL,6A,BAJADA DE PIEDRA,ESC MUNICIPAL DR A SOBRAL - PUBLICA S/N° B°SANGRE Y SOL - CORDOBA,1,582,582,306
1,CAPITAL,6B,CHACRA DE LA MERCED,ESC VAN GELDEREN - CNO CHACRA DE LA MERCED KM 6 1/2 CAPITAL - CORDOBA,1,583,583,221
1,CAPITAL,6C,GRAL PAZ,ESC RAMON J CARCANO - VIAMONTE 446 B°GRAL.PAZ CAPITAL - CORDOBA,11,584,594,3806
1,CAPITAL,6C,GRAL PAZ,ESC NORMAL GARZON AGULLA - VIAMONTE 150 B°GRAL.PAZ CAPITAL - CORDOBA,15,595,609,5179
1,CAPITAL,6C,GRAL PAZ,IPET N°10 COM MARTIN RIVADAVIA - 25 DE MAYO ESQ ROMA 1500 B°GRAL.PAZ,10,610,619,3450
1,CAPITAL,6D,JUNIORS,ESC GABRIELA MISTRAL - LEONOR DE TEJEDA 1353 B°JUNIORS CAPITAL -,10,620,629,3350
1,CAPITAL,6D,JUNIORS,ESC BRIGADIER C SAAVEDRA - ARENALES Y LA PLATA 900 B°JUNIORS CAPITAL -,12,630,641,4015
1,CAPITAL,6E,LA FLORESTA SUD,ESC TRANSITO CACERES DE ALLEND - C/CHACRA DE LA MERCED KM 9 Y 1/2,7,642,648,2391
1,CAPITAL,6F,YAPEYU,ESC R GÜIRALDES - 24 DE SETIEMBRE 2400 B°YAPEYU CAPITAL - CORDOBA,12,649,660,4104
1,CAPITAL,6F,YAPEYU,ESC GDOR AMADEO SABATTINI - GERMANIA 5665 B°YAPEYU CAPITAL - CORDOBA,12,661,672,4094
1,CAPITAL,7,AEROPUERTO,ESC JORGE NEWBERY (CIRC 7F) - MATIENZO 5895 BARRIO JORGE NEWBERY -,1,673,673,112
1,CAPITAL,7A,GUIÑAZU,IPEM N° 22 JUAN FILLOY - CALLE DE LA CUECA 0 B°ALICIA RISLER - CORDOBA,6,674,679,2052
1,CAPITAL,7A,GUIÑAZU,ESC UNESCO - JUAN B JUSTO/AV N SRA D LOS MILAGROS 0 B° GUIÑAZU -,14,680,693,4781
1,CAPITAL,7B,ALTA CORDOBA,ESC MANUEL LUCERO - MANUEL LUCERO 560 B°ALTA CORD CAPITAL - CORDOBA,19,694,712,6650
1,CAPITAL,7B,ALTA CORDOBA,ESC PCIA DE ENTRE RIOS - TRAFALGAR 845 B°ALTA CORD CAPITAL - CORDOBA,11,713,723,3840
1,CAPITAL,7B,ALTA CORDOBA,INST CORAZON DE MARIA - A DEL VISO 445 B°ALTA CORD CAPITAL - CORDOBA,14,724,737,4886
1,CAPITAL,7B,ALTA CORDOBA,INST NUESTRA MADRE DE LA MERCE - M FRAGUEIRO 2389 B°ALTA CORD CAPITAL -,13,738,750,4537
1,CAPITAL,7B,ALTA CORDOBA,INST MANUEL LUCERO - LAVALLEJA 2257 B°ALTA CORD CAPITAL - CORDOBA,8,751,758,2792
1,CAPITAL,7C,CNO. A PAJAS BLANCAS,ESC J NEWBERY - ALBERTO MACIAS 451 B°J NEWBERY CAPITAL - CORDOBA,1,759,759,10
1,CAPITAL,7D,COFICO,ESC PTE SARMIENTO - R SAENZ PEÑA 1211 B°COFICO CAPITAL - CORDOBA,12,760,771,4116
1,CAPITAL,7D,COFICO,ESC PCIA DE FORMOSA - RODRIGUEZ PEÑA 1548 B°COFICO CAPITAL - CORDOBA,8,772,779,2744
1,CAPITAL,7D,COFICO,ESC. GARCIA FAURE - JERONIMO LUIS DE CABRERA 834 B°COFICO CAPITAL -,9,780,788,3084
1,CAPITAL,7E,MARQUES DE SOBREMONTE,ESC HONORATO LACONI - T DE IROBI 557 B°M DE SOBREMONTE - CORDOBA,15,789,803,5190
1,CAPITAL,7E,MARQUES DE SOBREMONTE,ESC PETER PAN - P DE GUZMAN 131 B°M DE SOBREMONTE - CORDOBA,15,804,818,5190
1,CAPITAL,7E,MARQUES DE SOBREMONTE,J DE INF B.RIVADAVIA - NUFLO DE AGUILAR 541 CAPITAL - CORDOBA,3,819,821,1038
1,CAPITAL,7E,MARQUES DE SOBREMONTE,JOSE LUIS SERCIC - PEREZ CORREA 1500 B° M DE SOBREMONTE - CORDOBA,8,822,829,2768
1,CAPITAL,7E,MARQUES DE SOBREMONTE,IPEM 338 - FRANCISCO SUAREZ 3760 B°M SE SOBREMONTE - CORDOBA,8,830,837,2764
1,CAPITAL,7F,JORGE NEWBERY,ESC JORGE NEWBERY - ALBERTO MACIAS 451 B°NEWBERY CAPITAL - CORDOBA,10,838,847,3414
1,CAPITAL,7F,JORGE NEWBERY,ESC NACIONES UNIDAS - CORTADA 8 S/N B°R.DE ESCALADA CAP - CORDOBA,9,848,856,3069
1,CAPITAL,7F,JORGE NEWBERY,IPEM 121 PAEZ MOLINA - ORIGONE ESQ CAROLA LORENZINI B°J LUIS DE CABRERA,5,857,861,1705
1,CAPITAL,7G,PANAMERICANO,ESC GOBERNADOR MANUEL LOPEZ - URQUIZA 4800 IPV ANEXO-M FRAGUEIR -,7,862,868,2443
1,CAPITAL,7G,PANAMERICANO,ESC ARTURO CAPDEVILA - AVELLANEDA 4100 B°M.FRAGUEIRO CAPIT - CORDOBA,12,869,880,4178
1,CAPITAL,7G,PANAMERICANO,ESC FRANCISCO VIDAL - MARCOS INFANTES 560 B° PANAMERICANO CAP -,12,881,892,4176
1,CAPITAL,7G,PANAMERICANO,"IPEM 199 ""JUAN EMILIO REMONDA"" - SOSA REVELLO 590 B° FRAGUEIRO CAPITAL -",6,893,898,2088
1,CAPITAL,8,LA FLORESTA NORTE,ESC RABINDRANAT TAGORE - OCARINA - 1613 B°V.CLAUDINA CAPITAL - CORDOBA,3,899,901,774
1,CAPITAL,8A,PALMAR,ESC EMILIO E SANCHEZ - ANTONIO MACHONI 1700 CAPITAL - CORDOBA,12,902,913,4197
1,CAPITAL,8B,PUEYRREDON,ESC FRAY J A DE SAN ALBERTO - ESQUIU 1340 B° PUEYRREDON CAPIT - CORDOBA,7,914,920,2448
1,CAPITAL,8B,PUEYRREDON,INST OBISPO CAIXAL - ANA M JANER 1250 B°PUEYRREDON CAPITAL - CORDOBA,8,921,928,2792
1,CAPITAL,8B,PUEYRREDON,ESC DEAN FUNES - ANA M JANER 1551 B°PUEYRREDON CAPITAL - CORDOBA,10,929,938,3490
1,CAPITAL,8B,PUEYRREDON,INST SAGRADO CORAZON - ROMA 1153 B°PUYRREDON CAPITAL - CORDOBA,10,939,948,3490
1,CAPITAL,8B,PUEYRREDON,ESC ROBLES - PADRE LUIS MONTI 1850 B°PUYRREDON CAPITAL - CORDOBA,13,949,961,4537
1,CAPITAL,8B,PUEYRREDON,INST SAGRADA FAMILIA - BUCHARDO 1675 B°PUYRREDON CAPITAL - CORDOBA,9,962,970,3141
1,CAPITAL,8C,VILLA LOS PINOS,ESC TRINIDAD MORENO(IPEM 174) - EDUARDO SAN MARTIN 1282 B°YOFRE SUD,12,971,982,4054
1,CAPITAL,8C,VILLA LOS PINOS,ESC ALMIRANTE BROWN - SAN MARTIN S/N° B°YOFRE SUD - CORDOBA,13,983,995,4381
1,CAPITAL,9,ESCOBAR,ESC PROVINCIA DE CORRIENTES - DOMINGO ZIPOLI 1358 B°ESCOBAR CAPITAL -,8,996,1003,2752
1,CAPITAL,9,ESCOBAR,INST ESCUTI - NAZARET - 3399 B°LAS ROSAS CAPITAL - CORDOBA,9,1004,1012,3088
1,CAPITAL,9A,LA FRANCE,ESC MAHATMA GANDHI - TALAVERA DE MADRID 3261 B°LA FRANCE CAPITAL -,7,1013,1019,2321
1,CAPITAL,9A,LA FRANCE,COL PQUIAL C NAMUNCURA - DIAGUITAS 3314 B° LA FRANCE CAPITAL - CORDOBA,8,1020,1027,2648
1,CAPITAL,9B,LAS MARGARITAS,ESC RICARDO ROJAS (IPEM 35) - J.LOPEZ 2050 B°ALTOS DE V CABRERA -,8,1028,1035,2744
1,CAPITAL,9B,LAS MARGARITAS,ESC CONGRESO DE TUCUMAN - H MALVINO 2772 B°LAS MARGARITAS - CORDOBA,8,1036,1043,2737
1,CAPITAL,9B,LAS MARGARITAS,ESC MIGUEL RODRIGUEZ DE LA TOR - LA GRANJA 3199 B°ALTO VERDE CAPITAL -,7,1044,1050,2394
1,CAPITAL,9C,LOS PARAISOS,ESC DE COMERCIO J J PASO - PLATON 3030 B°ZUMARAN CAPITAL - CORDOBA,10,1051,1060,3490
1,CAPITAL,9C,LOS PARAISOS,COLEGIO FERMIN LAFITTE - FCO VALLE 2443 B°LOS PARAISOS CAPIT - CORDOBA,10,1061,1070,3490
1,CAPITAL,9C,LOS PARAISOS,ESC JUVENILIA - ARISTOTELES 3160 B°ZUMARAN CAPITAL - CORDOBA,7,1071,1077,2439
1,CAPITAL,9C,LOS PARAISOS,ESC PCIA DE MISIONES - FIRPO 2254 B°ZUMARAN - CORDOBA,13,1078,1090,4524
1,CAPITAL,9D,POETA LUGONES,COL EL SALVADOR - ROMULO CARBIA 2757 B° P LUGONES CAPITAL - CORDOBA,8,1091,1098,2768
1,CAPITAL,9D,POETA LUGONES,ESC LEOPOLDO LUGONES - LESPADA Y GALVEZ 2820 B°P LUGONES CAPITAL -,10,1099,1108,3457
1,CAPITAL,9D,POETA LUGONES,IPEM 198 MARTIN FERREYRA - JOAQUIN CAMAÑO Y BAZAN 4750 - CORDOBA,9,1109,1117,3105
1,CAPITAL,9E,PROVIDENCIA,ESC PTE HIPOLITO YRIGOYEN - CASTRO BARROS 802 B°SAN MARTIN CAPITAL -,15,1118,1132,5129
1,CAPITAL,9F,SAN MARTIN,ESC ANTONIO DEL VISO - SAAVEDRA 619 B°SAN MARTIN CAPITAL - CORDOBA,13,1133,1145,4524
1,CAPITAL,9F,SAN MARTIN,INST INMACULADA CONCEPCION - CASTRO BARROS 1316 B°BAJO GALAN CAPITAL -,16,1146,1161,5563
1,CAPITAL,9F,SAN MARTIN,ESC J DE SAN MARTIN - CERRITO Y GALAN 660 B°SAN MARTIN CAPITAL - CORDOBA,7,1162,1168,2429
1,CAPITAL,9F,SAN MARTIN,COL NTRA SEÑORA DE LA MERCED - ZELAYA 140 B°SAN MARTIN CAPITAL -,8,1169,1176,2776
1,CAPITAL,9G,VILLA CABRERA,INSTITUTO PEÑA - CIUDAD DE TAMPA 2954 B°VILLA CABRERA CAPI - CORDOBA,11,1177,1187,3751
1,CAPITAL,9G,VILLA CABRERA,ESC PRESIDENTE KENNEDY - JULIAN PAZ 1851 B°VILLA CABRERA CAPT - CORDOBA,6,1188,1193,2042
1,CAPITAL,10,BELLA VISTA,ESC ROQUE SAENZ PEÑA - AV VELEZ SARSFIELD 1000 B°GUEMES CAPITAL -,14,1194,1207,4816
1,CAPITAL,10,BELLA VISTA,INST EDUCACION CORDOBA - MARTIN FERREYRA 216 B°COL DE V SARSFIELD -,19,1208,1226,6536
1,CAPITAL,10,BELLA VISTA,E.N.E.T. N°1 DR A SABATTINI - AV VELEZ SARSFIELD 1490 B°GUEMES CAPITAL -,9,1227,1235,3094
1,CAPITAL,10,BELLA VISTA,ESC MANUEL BELGRANO - SUECIA 2832 PQUE VELEZ SARSFIELD - CORDOBA,11,1236,1246,3773
1,CAPITAL,10A,CABILDO,ESC MUN YAMAHIBIA ARABE LIBIA - COLORADO ESQ GAIMAN B° CABILDO CAPITAL,9,1247,1255,3122
1,CAPITAL,10A,CABILDO,IPEM 311 - USUAHIA 2150 B° CABILDO - CORDOBA,6,1256,1261,2076
1,CAPITAL,10B,CIUDADELA,ESC PCIA DE CATAMARCA - AV VELEZ SARSFIELD 3582 B°LAS FLORES CAPITAL -,17,1262,1278,5887
1,CAPITAL,10B,CIUDADELA,ESC REPUBLICA DE SIRIA - TRAFUL 908 B° PQUE ATLANTICA - CORDOBA,6,1279,1284,2076
1,CAPITAL,10B,CIUDADELA,ESC GDOR J B BUSTOS - CACHEUTA Y BRANDAN- B° ALTO VELEZ SARSFI -,11,1285,1295,3806
1,CAPITAL,10B,CIUDADELA,J DE INF REPUBLICA DE SIRIA - VIRGILIO MOYANO 830 B° RESIDENCIAL VELEZ -,1,1296,1296,346
1,CAPITAL,10C,COMERCIAL,ESC ALEJANDRO CARBO - ICHO CRUZ 80 B° COMERCIAL CAPITAL - CORDOBA,16,1297,1312,5480
1,CAPITAL,10C,COMERCIAL,ESC MUNIC AZOR GRIMAUT - SOBREMONTE 6100 B°COMERCIAL CAPITAL -,5,1313,1317,1710
1,CAPITAL,10D,CONGRESO,ESC MUNIC REPUBLICA DE ITALIA - REALICO 2250 B°CONGRESO CAPITAL -,7,1318,1324,2323
1,CAPITAL,10D,CONGRESO,"IPEM 183""PEDRO B.PALACIOS"" - REALICO - 2407 B°CONGRESO CAPITAL - CORDOBA",4,1325,1328,1324
1,CAPITAL,10E,ESTACION FLORES,ESC CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2320 VILLA ADELA CAPITAL,11,1329,1339,3776
1,CAPITAL,10E,ESTACION FLORES,ESC PADRE BURON - AVIADOR MIRA 2658 B°VILLA ADELA CAPITA - CORDOBA,8,1340,1347,2744
1,CAPITAL,10E,ESTACION FLORES,J DE INF CADETES FUERZA AEREA - LEOPOLDO CASAVEGA 2320 B° VILLA ADELA -,2,1348,1349,686
1,CAPITAL,10E,ESTACION FLORES,ESC ALAS ARGENTINA - BONN 4627 B°ESTACION FLORES - CORDOBA,12,1350,1361,4116
1,CAPITAL,10E,ESTACION FLORES,ESC MUNIC CESAR E ROMERO - AV ROSARIO DEL DORADO 6052 B°SACCHI CAPITAL,7,1362,1368,2401
1,CAPITAL,10F,MATIENZO,ESC AERONAUTICA ARGENTINA - ESMERALDA ESQ DIAZ DE LA FUENTE B°,10,1369,1378,3420
1,CAPITAL,10F,MATIENZO,COL NUESTRA SEÑORA DE FATIMA - VARELA ORTIZ 2600 B°MATIENZO CAPITAL -,13,1379,1391,4446
1,CAPITAL,10F,MATIENZO,ESC REPUBLICA ARGENTINA - VARELA ORTIZ 2112 B°AMEGHINO(S)CAPITAL -,7,1392,1398,2393
1,CAPITAL,10F,MATIENZO,ESC MIGUEL A ZABALA ORTIZ - DIAZ DE LA FUENTE 3101 B!MATIENZO CAPITAL -,8,1399,1406,2728
1,CAPITAL,10G,OBSERVATORIO,E.N.E.T. N° 4 COPERNICO - MARIANO MORENO 551 B°OBSERVATORIO CAP -,26,1407,1432,9100
1,CAPITAL,10G,OBSERVATORIO,EE UU DE NORTEAMERICA - LA PAMPA 550 B°PASOS DE LOS ANDES - CORDOBA,9,1433,1441,3142
1,CAPITAL,10G,OBSERVATORIO,COL NUESTRA SEÑORA DE NIEVA - AYACUCHO 442 B° GUEMES CAPITAL -,18,1442,1459,6282
1,CAPITAL,10G,OBSERVATORIO,ESC ADOLFO SALDIAS - BOLIVAR 896 B°GUEMES CAPITAL - CORDOBA,8,1460,1467,2792
1,CAPITAL,10H,PARQUE CAPITAL,ESC GDOR EMILIO OLMOS - AV FUERZA AEREA 2229 B° PQUE CAPITAL - CORDOBA,10,1468,1477,3460
1,CAPITAL,10H,PARQUE CAPITAL,ESC R ESCALADA DE SAN MARTIN - ESPORA 2283 B°ROSEDAL CAPITAL - CORDOBA,13,1478,1490,4498
1,CAPITAL,10H,PARQUE CAPITAL,ESC MUNIC DR A DEL CASTILLO - OCTAVIANO NAVARRO 2575 B°AMPL ROSEDAL,7,1491,1497,2422
1,CAPITAL,10H,PARQUE CAPITAL,IPEM 154 MARTIN M DE GUEMES - O NAVARRO 2751 ROSEDAL ANEXO CAPIT -,6,1498,1503,2076
1,CAPITAL,10I,PARQUE HORIZONTE,PRIMARIA ELPIDIO TORRES - CALLE PUBLICA S/N SMATA I CAPITAL - CORDOBA,12,1504,1515,4200
1,CAPITAL,10I,PARQUE HORIZONTE,INST. SAN JOSE ARTESANO - HUILICHES 1021 B° LOS OLMOS CAPITAL - CORDOBA,6,1516,1521,2100
1,CAPITAL,10I,PARQUE HORIZONTE,IPEM 357 (SEC ELPIDIO TORRES) - CALLE PUBLICA S/N SMATA I CAPITAL -,13,1522,1534,4550
1,CAPITAL,10J,SANTA ISABEL,ESC BANDERA ARGENTINA - CASADO 2118 B° SANTA ISABEL 1SEC - CORDOBA,11,1535,1545,3762
1,CAPITAL,10J,SANTA ISABEL,ESCUELA DON ORIONE - J.B.COTTOLENGO 1955 CAPITAL - CORDOBA,12,1546,1557,4100
1,CAPITAL,10J,SANTA ISABEL,ESC MUNIC FERNANDEZ ORDOÑEZ - CASA BLANCA ESQ ISLA VERDE 2DA SECC,7,1558,1564,2387
1,CAPITAL,10J,SANTA ISABEL,ESC.OSVALDO JORGE LEON - COLORADO ESQ CATAMARCA BºSANTA ISABEL,7,1565,1571,2387
1,CAPITAL,10K,VICOR,ESC BENITO SORIA - BARBADOS Y HAITI 3200 B°PARQUE FUTURA - CORDOBA,12,1572,1583,4142
1,CAPITAL,10K,VICOR,COLEGIO PRIVADO SAN ISIDRO - ARMADA ARGENTINA 3648 B°PARQUE FUTURA -,5,1584,1588,1725
1,CAPITAL,10L,VILLA EL LIBERTADOR,IPEM 360-PROF E TOLEDO - DEFENSA Y CACHEUTA. B°V V LIBERTADOR CAP -,6,1589,1594,2082
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PROV DE SGO DEL ESTERO - PABLO DE MAURO 558 B° VILLA LIBERTADOR -,8,1595,1602,2776
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MARTA JUANA GONZALEZ - DEFENSA Y CACHEUTA 1091 B°VILLA LIBERTADOR,10,1603,1612,3470
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC MUNIC ALICIA MOREAU DE JUS - PILCOMAYO Y DEFENSA ESQ C IBARRA B°,8,1613,1620,2776
1,CAPITAL,10L,VILLA EL LIBERTADOR,ESC PTE DR ARTURO U ILLIA - TOTORAL Y ARICA B°SANTA ROSA CAPITAL -,11,1621,1631,3817
1,CAPITAL,10L,VILLA EL LIBERTADOR,INST SAN JOSE OBRERO - ARANI Y PJE. 17 B°VILLA LIBERTADOR - CORDOBA,6,1632,1637,2076
